0.0059156194,123.605576358,0.06969039,0.1360498967,0.0506582538,0.1005625791,263,59.4664579018,2.515732609,6.1017469799,2
0.008426808,123.528859518,0.0909442782,0.1521824264,0.0627398191,0.1240122696,254.432432432,74.5590788934,1.707123798,1.6987088028,2
0.002675426,122.161413752,0.0690626799,0.0925277707,0.0654962058,0.1139703606,257.362880886,66.4061093918,4.1840625651,22.4521060753,2
0.0238496892,123.868253636,0.082209056,0.1412771989,0.0683067611,0.1264375834,248.744680851,79.368375739,4.4607459334,16.1172381594,2
0.0029691263,125.607499686,0.0896248124,0.1439552545,0.0572573503,0.0862080999,263.561497326,58.5247350596,3.7715120314,15.1188836832,2
0.0023577842,123.564640584,0.0687634453,0.1217240811,0.0455646692,0.0832869325,257.193482688,69.0829752747,3.5399180623,8.4317980131,2
0.0541648495,124.23444396,0.1402052349,0.1355831943,0.057753234,0.0559260814,261.388888889,53.8115424306,1.4691523578,0.7862248344,2
0.0129870515,122.268578903,0.091200654,0.1383174371,0.077199002,0.1102286678,259.710843373,64.4052549904,2.071984944,2.5160964813,2
0.0085613988,121.515729211,0.0604914668,0.1023646165,0.0638346708,0.1368670626,254.755905512,67.6030233373,3.9098232753,12.6413216248,2
0.0109941665,152.063770351,0.0641437495,0.1005728409,0.0497560089,0.081996762,263.04040404,69.4238801508,6.453231414,40.4495997467,2
0.1070427092,124.164411334,0.0983536367,0.1347827777,0.0567130506,0.0458140576,286,76.3989528724,1.6817040141,0.9283455953,2
0.0111316077,122.059620912,0.0893063226,0.1230380819,0.0569616246,0.0921045056,260.477272727,70.533192907,3.5542798941,10.4280416235,2
0.0253369358,122.912286315,0.0581061468,0.069768818,0.0685024938,0.0911100598,266.452380952,80.8399955176,2.9876514537,5.6986480966,2
0.0088909081,123.473632101,0.0769596195,0.1150539456,0.0555242266,0.1128510547,267.196721311,54.7079637779,1.7545357314,1.7093221693,2
0.0044034099,122.580249166,0.081021812,0.128265523,0.0607104134,0.1088776307,259.983739837,61.2076943646,6.321556729,33.8226970085,2
0.0225855654,124.32286567,0.056719976,0.1051565574,0.0435422464,0.091073915,257.127659574,58.7557573535,12.28498188,31.2879801114,2
0.0237297783,123.006549426,0.1154464917,0.1485060096,0.0697199183,0.081461029,241.465517241,65.1706554224,2.4981630863,3.6999745612,2
0.0119321465,124.55456344,0.1004165994,0.1565336337,0.057734895,0.0665227469,268.23655914,55.0107316704,3.2547135097,9.6981762141,2
0.0080063523,123.041779884,0.0949054034,0.1311097909,0.0413014511,0.057289312,263.495867769,65.7302431074,2.3208752129,3.3367436798,2
0.0049977677,122.583116413,0.0807368131,0.1476052516,0.0486010151,0.0753268864,260.600877193,76.1572323179,3.1185018908,7.629872669,2
0.0062544838,123.256393861,0.0509450797,0.0852851888,0.0373791573,0.0650441104,260.794354839,55.7869114064,3.6548155384,5.2529681799,2
0.0107431805,124.345623195,0.0935125094,0.1363768801,0.0784091604,0.1474595342,272.595959596,53.4596835143,3.0770886569,5.8463829642,2
0.0034478213,123.16974732,0.0848685418,0.131708537,0.0536536816,0.0863983359,266.479041916,64.520742459,1.9811157759,3.4163244262,2
0.0160046152,123.797744181,0.1421438266,0.195027805,0.0802569658,0.1433687741,266.25862069,65.3952334931,4.3821967652,14.1669980455,2
0.0524472657,119.707270383,0.1305954539,0.211175582,0.0976660172,0.0929721816,238.0625,91.2362789341,4.7689407498,8.7130394597,2
0.0045821715,123.732493816,0.0995420661,0.1461372248,0.0641536883,0.1074648302,268.178899083,67.8288463619,3.3672374609,10.0385104244,2
0.0173276388,123.973016381,0.0886567244,0.1062142763,0.0935086142,0.136290774,279.492307692,59.0257109759,2.2872717681,4.4192285395,2
0.0042176389,171.00655424,0.0683159185,0.10919499,0.0518357102,0.096342481,263.177935943,58.3631136619,2.6460635513,6.6899983845,2
0.0061791121,123.226450909,0.0474826918,0.0763481384,0.0550593154,0.0923073721,273.229299363,62.1512304567,2.1204989292,1.9711475829,2
0.0036984913,119.391429707,0.0353003598,0.0774258022,0.0248333449,0.0559287869,205.801324503,106.759711618,12.1910394892,36.579748494,2
0.0016727294,126.184178865,0.0626715148,0.1040498578,0.0490459995,0.071847775,254.126365055,72.2124051515,2.7578418794,4.8201723071,2
0.0012739873,127.669716754,0.070373192,0.1512359349,0.0548696263,0.105531772,265.126329787,63.9672351996,2.360468069,4.3623192305,2
0.0022388486,127.665369993,0.0558551569,0.1055401485,0.0399293343,0.0841310488,271.628504673,65.6354263145,2.2062151408,5.9626309562,2
0.0057304885,123.807339155,0.0330651122,0.0640610646,0.0185581332,0.0361111243,298.628440367,62.7527149042,3.6865090078,4.9434296616,2
0.0016464312,128.149558405,0.0585114836,0.0876567874,0.0367687886,0.0747832754,276.832740214,71.4134156777,2.0882179357,3.9873840062,2
0.0117572761,122.386838848,0.0616055871,0.1170923783,0.0405569241,0.0582703041,288.136986301,60.5249444939,3.5451398638,5.1521421545,2
0.0158105726,122.587597449,0.1035960562,0.1652355612,0.0672938679,0.0823791182,260.125,63.5650503421,2.455701371,7.0933812417,2
0.0025332156,131.697022473,0.0908310659,0.1380868961,0.0582967294,0.1056896966,267.26519337,67.3575546595,2.5499841157,9.1296813978,2
0.0032823642,105.440992545,0.0709817704,0.1153578725,0.0614751677,0.0999213802,175.573863636,84.812528548,6.344200063,29.4136947992,1
0.0348231915,87.5544205916,0.0347672813,0.043526551,0.0317565895,0.0304295884,144.529411765,65.9965397017,3.55642872,3.3159043964,1
0.006433746,106.196730756,0.0954061655,0.1705957855,0.0709281275,0.1490922622,166.059322034,81.4116233292,7.3816324085,36.3459815782,1
0.0641145347,120.380332533,0.1385074251,0.1640273969,0.1334692152,0.115720276,156.555555556,62.7430582457,1.8620075562,0.8905868997,1
0.0183762101,126.817534917,0.0883421216,0.1508965188,0.0416054323,0.0452715272,168.657894737,75.7698302395,2.4646060588,3.0134234098,1
0.0019461175,117.029206445,0.0792590078,0.1596609876,0.0425786522,0.0897864031,169.576470588,83.3230956572,5.2847665111,18.4672853469,1
0.0018920067,103.763482452,0.1028921345,0.1796832249,0.0643580777,0.1183460392,173.685430464,87.0328231433,3.9777776474,11.7159507802,1
0.0038811834,126.506233005,0.0697055212,0.1208382052,0.0558960125,0.1179451493,176.054644809,90.6976437826,5.192259201,9.2059117431,1
0.0073429223,106.066379542,0.0913656983,0.1861861323,0.0769505875,0.1612469156,164.151515152,69.4760133938,5.5851782939,12.8424949202,1
0.0069603442,103.30185828,0.1060122456,0.2658574398,0.0669126012,0.114175706,172.734042553,83.1677586277,5.7565091314,11.8561503085,1
0.0045429533,104.502276021,0.072980241,0.1066169122,0.039478216,0.0723056131,161.557251908,82.1255936626,7.3983758457,32.1975616784,1
0.0836283932,123.59069412,0.1784121937,0.0805655468,0.1956793139,0.196742444,132,52.8141395209,3.4377715239,3.334715503,1
0.0035870633,104.597091174,0.0746648885,0.1430740534,0.0541267364,0.0840372003,153.394871795,84.8685437444,3.9056404025,7.3768699376,1
0.0050900786,105.140093592,0.0437424611,0.0943886562,0.0297849654,0.0759885681,152.101351351,80.6636945583,5.6582395525,21.130831113,1
0.0021342334,103.862268552,0.0754821143,0.1487090259,0.0606191566,0.1002687096,177.709090909,83.3961352336,12.8316222023,112.697454511,1
0.0019400025,198.401023541,0.0580957667,0.1094966678,0.0406014288,0.0780089184,175,92.3038146714,4.0024807143,15.1594985277,1
0.003887799,118.820904694,0.0608607472,0.1163692588,0.0327379567,0.0531325338,186.016949153,87.4796166461,14.2137723064,145.93638911,1
0.0018648336,111.470585935,0.0575548084,0.1101719053,0.051882735,0.0915718086,157.13172043,83.5458882616,4.629506281,13.1532592753,1
0.0085793678,94.6395286116,0.0261421166,0.0455937158,0.030204042,0.0484215367,165.571428571,76.9567419792,3.6952325012,5.7010745351,1
0.0038739455,100.783064627,0.0585292961,0.1209912591,0.0301471242,0.0484425575,160.017857143,88.4230546062,5.3997792046,12.3983382318,1
0.0009197508,113.825413082,0.0591131618,0.1183844698,0.0319281161,0.0653544804,167.57918552,86.5964931657,9.8713166017,36.7879555146,1
0.0034127302,115.082511636,0.0723475442,0.1361804002,0.0499376665,0.0846688766,164.207650273,81.3808461941,8.0119076324,26.52761195,1
0.0007059937,106.540263228,0.0555559588,0.1064052604,0.0414650636,0.076790603,169.513546798,88.2123700525,5.9796693091,17.7149565591,1
0.015786866,147.028707834,0.1980965965,0.2813680575,0.1238815427,0.1671056735,148.576923077,84.7149850866,4.2019527303,6.1751048799,1
0.0021740457,227.260706165,0.0634492459,0.172348945,0.0476829246,0.0922157789,184.606498195,88.2622468426,4.4229284504,9.1703353036,1
0.0100127932,122.456760236,0.0758448041,0.1095115375,0.0584535944,0.0792445524,174,90.3639107367,6.9075526884,26.0813792529,1
0.0036681529,99.6921328594,0.0291996332,0.0568263922,0.0184990896,0.0330615208,134.150537634,103.189505826,11.6341191216,22.8147272943,1
0.0013060324,107.052010204,0.0484404824,0.0890906284,0.0312116236,0.0657338793,194.048128342,82.9160894976,6.9187962798,25.3174968461,1
0.001130923,115.055849194,0.0732519725,0.1239151202,0.0566675723,0.1139400206,175.492783505,91.5141499367,5.5284329015,26.802778669,1
0.001449413,129.660525411,0.050974858,0.0918034249,0.0437352913,0.0894409398,170.320413437,93.0885809245,4.2186022856,15.9585976715,1
0.0013036461,104.783310536,0.0443068044,0.0862159443,0.0331314405,0.0819627995,179.711111111,94.4815848541,4.8391542717,14.4063073557,1
0.0037089066,111.939692833,0.084540573,0.1517164027,0.0529427183,0.0902676063,195.556149733,82.9899858796,7.2094138633,23.1103386431,1
0.0021110951,112.129476473,0.0560345578,0.1069125684,0.042896119,0.079708803,156.307432432,93.5403335402,6.925711252,29.3541210241,1
0.0119168742,118.386255172,0.1018583848,0.1841775542,0.0639021571,0.1529070646,191.754385965,88.0445024439,2.8394953287,5.8702922992,1
0.0017802631,112.424545573,0.0748301904,0.1819694698,0.0397650212,0.0881098765,164.331189711,93.9692925053,5.1123724769,12.7363928945,1
0.0042620942,108.392520237,0.0670459144,0.115564839,0.0557116465,0.110611221,180.904761905,88.1631398546,4.8884118614,8.2114417396,1
0.045596617,108.454062327,0.052624734,0.098177032,0.048110329,0.1452554937,184.826086957,85.9694850685,14.1042264757,33.1551295797,1
0.0036851775,103.088622735,0.0814980592,0.1596409602,0.0435852473,0.0724723823,184.966666667,81.3664481767,5.4268437842,11.405853549,1
0.0022655167,108.363405081,0.077795328,0.1714468276,0.0540596642,0.1034965547,173.727272727,82.1143041934,5.5122735539,13.630433146,1
0.0006926188,106.015688266,0.0765610137,0.1537140439,0.0542150601,0.0970388514,170.345890411,84.8345703851,6.0780107462,31.2195350567,1
0.0019870504,182.654293715,0.0696053669,0.1481097313,0.0522299346,0.1003214206,179.505780347,84.2072259548,4.5717884681,19.2266293191,1
0.003919862,101.701286472,0.0433186876,0.1005195607,0.0388156877,0.0787842489,170.791366906,85.5122082933,9.8052694233,15.0087492647,1
0.0094516388,101.137517914,0.1206767023,0.1872313239,0.131426624,0.179458317,174.924528302,80.7593324373,3.5775321853,8.2198260454,1
0.0110895739,178.677823422,0.1051678957,0.1771466466,0.065959987,0.1371113555,154.870967742,89.4633613727,5.4399770862,12.8191808706,1
0.002026083,117.240985791,0.0491814368,0.1123744261,0.037829801,0.0814845998,172.130890052,97.7030903429,10.0674317578,56.4015109864,1
0.0020616967,130.959804692,0.0837848252,0.154647645,0.0498437519,0.1052306278,173.090909091,85.5602706714,3.1732366972,7.2488407741,1
0.0011903863,240.618667945,0.0633889572,0.1193628854,0.0503616916,0.0953712074,183.666023166,92.4546139516,4.4472800241,9.9544922937,1
0.0020405232,99.7409382237,0.0880710078,0.2064108161,0.0471009241,0.089897374,167.012383901,86.5603093406,11.9040244132,46.5423689172,1
0.0017509546,106.629199901,0.0652341118,0.1310496476,0.0484198968,0.0881011491,169.508860759,82.6267912384,3.6100396825,8.2591111853,1
0.0075302,101.39068681,0.0515946301,0.1008080397,0.0480205388,0.0995966143,168.234782609,94.3051780989,3.1493188004,4.7387810921,1
